#Leapfrog 3D bezier polyline file (v1.2).
#Point X, Point Y, Point Z, Normal X, Normal Y, Normal Z, Control0 X, Control0 Y, Control0 Z, Control1 X, Control1 Y, Control1 Z, STangent X, STangent Y, STangent Z
421358.314507, 4391816.22234, 3649.49916053, None, None, None, 421358.314507, 4391816.22234, 3649.49916053, 421358.314507, 4391816.22234, 3649.49916053, 0, 0, 0
421359.075198, 4391819.04323, 3648.88563037, None, None, None, 421359.075198, 4391819.04323, 3648.88563037, 421359.075198, 4391819.04323, 3648.88563037, 0, 0, 0
421360.891286, 4391825.77789, 3647.42087761, None, None, None, 421360.891286, 4391825.77789, 3647.42087761, 421360.891286, 4391825.77789, 3647.42087761, 0, 0, 0
421361.104844, 4391826.56984, 3647.16575587, None, None, None, 421361.104844, 4391826.56984, 3647.16575587, 421361.104844, 4391826.56984, 3647.16575587, 0, 0, 0
421361.897059, 4391829.50764, 3646.60967794, None, None, None, 421361.897059, 4391829.50764, 3646.60967794, 421361.897059, 4391829.50764, 3646.60967794, 0, 0, 0
421362.657655, 4391832.32818, 3645.91665502, None, None, None, 421362.657655, 4391832.32818, 3645.91665502, 421362.657655, 4391832.32818, 3645.91665502, 0, 0, 0
421363.13449, 4391834.09644, 3645.482183, None, None, None, 421363.13449, 4391834.09644, 3645.482183, 421363.13449, 4391834.09644, 3645.482183, 0, 0, 0
421363.468065, 4391835.33345, 3645.01389204, None, None, None, 421363.468065, 4391835.33345, 3645.01389204, 421363.468065, 4391835.33345, 3645.01389204, 0, 0, 0
421365.164136, 4391841.62304, 3640.65821356, None, None, None, 421365.164136, 4391841.62304, 3640.65821356, 421365.164136, 4391841.62304, 3640.65821356, 0, 0, 0
421366.044844, 4391844.889, 3638.83038973, None, None, None, 421366.044844, 4391844.889, 3638.83038973, 421366.044844, 4391844.889, 3638.83038973, 0, 0, 0
421367.193782, 4391849.14965, 3636.44588138, None, None, None, 421367.193782, 4391849.14965, 3636.44588138, 421367.193782, 4391849.14965, 3636.44588138, 0, 0, 0
421367.60425, 4391850.6718, 3635.99846741, None, None, None, 421367.60425, 4391850.6718, 3635.99846741, 421367.60425, 4391850.6718, 3635.99846741, 0, 0, 0
421368.621623, 4391854.44456, 3634.88952165, None, None, None, 421368.621623, 4391854.44456, 3634.88952165, 421368.621623, 4391854.44456, 3634.88952165, 0, 0, 0
421369.223427, 4391856.67625, 3634.23354919, None, None, None, 421369.223427, 4391856.67625, 3634.23354919, 421369.223427, 4391856.67625, 3634.23354919, 0, 0, 0
421371.198402, 4391864.00011, 3631.10774595, None, None, None, 421371.198402, 4391864.00011, 3631.10774595, 421371.198402, 4391864.00011, 3631.10774595, 0, 0, 0
421371.253073, 4391864.20285, 3631.021217, None, None, None, 421371.253073, 4391864.20285, 3631.021217, 421371.253073, 4391864.20285, 3631.021217, 0, 0, 0
421371.455883, 4391864.95494, 3630.60030546, None, None, None, 421371.455883, 4391864.95494, 3630.60030546, 421371.455883, 4391864.95494, 3630.60030546, 0, 0, 0
421372.550845, 4391869.01542, 3628.67146898, None, None, None, 421372.550845, 4391869.01542, 3628.67146898, 421372.550845, 4391869.01542, 3628.67146898, 0, 0, 0
421373.282719, 4391871.72946, 3627.38223037, None, None, None, 421373.282719, 4391871.72946, 3627.38223037, 421373.282719, 4391871.72946, 3627.38223037, 0, 0, 0
421373.775181, 4391873.55567, 3626.75736576, None, None, None, 421373.775181, 4391873.55567, 3626.75736576, 421373.775181, 4391873.55567, 3626.75736576, 0, 0, 0
421375.312365, 4391879.25606, 3624.80689474, None, None, None, 421375.312365, 4391879.25606, 3624.80689474, 421375.312365, 4391879.25606, 3624.80689474, 0, 0, 0
421376.35196, 4391883.11122, 3623.48779503, None, None, None, 421376.35196, 4391883.11122, 3623.48779503, 421376.35196, 4391883.11122, 3623.48779503, 0, 0, 0
421377.342011, 4391886.78266, 3620.69467733, None, None, None, 421377.342011, 4391886.78266, 3620.69467733, 421377.342011, 4391886.78266, 3620.69467733, 0, 0, 0
421377.497439, 4391887.35904, 3620.17960649, None, None, None, 421377.497439, 4391887.35904, 3620.17960649, 421377.497439, 4391887.35904, 3620.17960649, 0, 0, 0
421380.433634, 4391892.66678, 3615.12157831, None, None, None, 421380.433634, 4391892.66678, 3615.12157831, 421380.433634, 4391892.66678, 3615.12157831, 0, 0, 0
421380.640546, 4391893.04081, 3614.92171402, None, None, None, 421380.640546, 4391893.04081, 3614.92171402, 421380.640546, 4391893.04081, 3614.92171402, 0, 0, 0
421381.014706, 4391893.71718, 3614.670223, None, None, None, 421381.014706, 4391893.71718, 3614.670223, 421381.014706, 4391893.71718, 3614.670223, 0, 0, 0
421384.044309, 4391899.19377, 3612.63388598, None, None, None, 421384.044309, 4391899.19377, 3612.63388598, 421384.044309, 4391899.19377, 3612.63388598, 0, 0, 0
421385.719686, 4391902.22234, 3611.01557358, None, None, None, 421385.719686, 4391902.22234, 3611.01557358, 421385.719686, 4391902.22234, 3611.01557358, 0, 0, 0
421386.071537, 4391902.85837, 3610.67570668, None, None, None, 421386.071537, 4391902.85837, 3610.67570668, 421386.071537, 4391902.85837, 3610.67570668, 0, 0, 0
421387.448072, 4391905.34673, 3609.34605793, None, None, None, 421387.448072, 4391905.34673, 3609.34605793, 421387.448072, 4391905.34673, 3609.34605793, 0, 0, 0
421390.57353, 4391910.99659, 3607.2452914, None, None, None, 421390.57353, 4391910.99659, 3607.2452914, 421390.57353, 4391910.99659, 3607.2452914, 0, 0, 0
421390.851835, 4391911.49968, 3607.02911494, None, None, None, 421390.851835, 4391911.49968, 3607.02911494, 421390.851835, 4391911.49968, 3607.02911494, 0, 0, 0
421391.005738, 4391911.77789, 3606.86435327, None, None, None, 421391.005738, 4391911.77789, 3606.86435327, 421391.005738, 4391911.77789, 3606.86435327, 0, 0, 0
421394.255598, 4391917.65264, 3604, None, None, None, 421394.255598, 4391917.65264, 3604, 421394.255598, 4391917.65264, 3604, 0, 0, 0
421394.645635, 4391918.3577, 3603.65623022, None, None, None, 421394.645635, 4391918.3577, 3603.65623022, 421394.645635, 4391918.3577, 3603.65623022, 0, 0, 0
421396.29179, 4391921.33345, 3602.20534618, None, None, None, 421396.29179, 4391921.33345, 3602.20534618, 421396.29179, 4391921.33345, 3602.20534618, 0, 0, 0
421397.659361, 4391923.80559, 3602.29356552, None, None, None, 421397.659361, 4391923.80559, 3602.29356552, 421397.659361, 4391923.80559, 3602.29356552, 0, 0, 0
421400.132354, 4391928.276, 3601.72654673, None, None, None, 421400.132354, 4391928.276, 3601.72654673, 421400.132354, 4391928.276, 3601.72654673, 0, 0, 0
421401.063124, 4391929.95855, 3601.6105085, None, None, None, 421401.063124, 4391929.95855, 3601.6105085, 421401.063124, 4391929.95855, 3601.6105085, 0, 0, 0
421401.577842, 4391930.889, 3601.39511879, None, None, None, 421401.577842, 4391930.889, 3601.39511879, 421401.577842, 4391930.889, 3601.39511879, 0, 0, 0
421403.219732, 4391933.85704, 3600.39744268, None, None, None, 421403.219732, 4391933.85704, 3600.39744268, 421403.219732, 4391933.85704, 3600.39744268, 0, 0, 0
421404.466887, 4391936.11151, 3599.63962345, None, None, None, 421404.466887, 4391936.11151, 3599.63962345, 421404.466887, 4391936.11151, 3599.63962345, 0, 0, 0
421406.863894, 4391940.44456, 3598.887332, None, None, None, 421406.863894, 4391940.44456, 3598.887332, 421406.863894, 4391940.44456, 3598.887332, 0, 0, 0
421407.87065, 4391942.26446, 3598.38091034, None, None, None, 421407.87065, 4391942.26446, 3598.38091034, 421407.87065, 4391942.26446, 3598.38091034, 0, 0, 0
421409.691177, 4391945.55542, 3596.93028547, None, None, None, 421409.691177, 4391945.55542, 3596.93028547, 421409.691177, 4391945.55542, 3596.93028547, 0, 0, 0
421411.274413, 4391948.41742, 3595.50310759, None, None, None, 421411.274413, 4391948.41742, 3595.50310759, 421411.274413, 4391948.41742, 3595.50310759, 0, 0, 0
421411.79383, 4391949.35637, 3595.34009051, None, None, None, 421411.79383, 4391949.35637, 3595.34009051, 421411.79383, 4391949.35637, 3595.34009051, 0, 0, 0
421412.149946, 4391950.00011, 3595.22832491, None, None, None, 421412.149946, 4391950.00011, 3595.22832491, 421412.149946, 4391950.00011, 3595.22832491, 0, 0, 0
421414.678176, 4391954.57038, 3593, None, None, None, 421414.678176, 4391954.57038, 3593, 421414.678176, 4391954.57038, 3593, 0, 0, 0
421417.435998, 4391959.55567, 3591.37954521, None, None, None, 421417.435998, 4391959.55567, 3591.37954521, 421417.435998, 4391959.55567, 3591.37954521, 0, 0, 0
421418.081939, 4391960.72333, 3591.12219724, None, None, None, 421418.081939, 4391960.72333, 3591.12219724, 421418.081939, 4391960.72333, 3591.12219724, 0, 0, 0
421419.250001, 4391962.83483, 3590.6568322, None, None, None, 421419.250001, 4391962.83483, 3590.6568322, 421419.250001, 4391962.83483, 3590.6568322, 0, 0, 0
421420.367928, 4391964.8557, 3590.44534603, None, None, None, 421420.367928, 4391964.8557, 3590.44534603, 421420.367928, 4391964.8557, 3590.44534603, 0, 0, 0
421421.76766, 4391966.59443, 3590.2633859, None, None, None, 421421.76766, 4391966.59443, 3590.2633859, 421421.76766, 4391966.59443, 3590.2633859, 0, 0, 0
421423.793762, 4391969.11122, 3589.52465266, None, None, None, 421423.793762, 4391969.11122, 3589.52465266, 421423.793762, 4391969.11122, 3589.52465266, 0, 0, 0
421426.030021, 4391971.88908, 3588.41858889, None, None, None, 421426.030021, 4391971.88908, 3588.41858889, 421426.030021, 4391971.88908, 3588.41858889, 0, 0, 0
421428.808824, 4391975.34087, 3587.69612028, None, None, None, 421428.808824, 4391975.34087, 3587.69612028, 421428.808824, 4391975.34087, 3587.69612028, 0, 0, 0
421430.292382, 4391977.18373, 3586.68959402, None, None, None, 421430.292382, 4391977.18373, 3586.68959402, 421430.292382, 4391977.18373, 3586.68959402, 0, 0, 0
421431.486285, 4391978.66678, 3586.43979288, None, None, None, 421431.486285, 4391978.66678, 3586.43979288, 421431.486285, 4391978.66678, 3586.43979288, 0, 0, 0
421432.093189, 4391979.42067, 3586.15501898, None, None, None, 421432.093189, 4391979.42067, 3586.15501898, 421432.093189, 4391979.42067, 3586.15501898, 0, 0, 0
421434.554743, 4391982.47838, 3585, None, None, None, 421434.554743, 4391982.47838, 3585, 421434.554743, 4391982.47838, 3585, 0, 0, 0
421438.367648, 4391987.21472, 3583.21089563, None, None, None, 421438.367648, 4391987.21472, 3583.21089563, 421438.367648, 4391987.21472, 3583.21089563, 0, 0, 0
421438.817104, 4391987.77303, 3582.90595984, None, None, None, 421438.817104, 4391987.77303, 3582.90595984, 421438.817104, 4391987.77303, 3582.90595984, 0, 0, 0
421439.178807, 4391988.22234, 3582.83028043, None, None, None, 421439.178807, 4391988.22234, 3582.83028043, 421439.178807, 4391988.22234, 3582.83028043, 0, 0, 0
421443.079465, 4391993.06768, 3583.53535686, None, None, None, 421443.079465, 4391993.06768, 3583.53535686, 421443.079465, 4391993.06768, 3583.53535686, 0, 0, 0
421443.818451, 4391993.98564, 3583.66893466, None, None, None, 421443.818451, 4391993.98564, 3583.66893466, 421443.818451, 4391993.98564, 3583.66893466, 0, 0, 0
421446.87133, 4391997.77789, 3584.22076799, None, None, None, 421446.87133, 4391997.77789, 3584.22076799, 421446.87133, 4391997.77789, 3584.22076799, 0, 0, 0
421447.341827, 4391998.36234, 3584.18348848, None, None, None, 421447.341827, 4391998.36234, 3584.18348848, 421447.341827, 4391998.36234, 3584.18348848, 0, 0, 0
421447.926471, 4391999.08857, 3584.13716451, None, None, None, 421447.926471, 4391999.08857, 3584.13716451, 421447.926471, 4391999.08857, 3584.13716451, 0, 0, 0
421451.604188, 4392003.65699, 3583.46101713, None, None, None, 421451.604188, 4392003.65699, 3583.46101713, 421451.604188, 4392003.65699, 3583.46101713, 0, 0, 0
421454.563853, 4392007.33345, 3583.61125554, None, None, None, 421454.563853, 4392007.33345, 3583.61125554, 421454.563853, 4392007.33345, 3583.61125554, 0, 0, 0
421455.543713, 4392008.55062, 3583.4062387, None, None, None, 421455.543713, 4392008.55062, 3583.4062387, 421455.543713, 4392008.55062, 3583.4062387, 0, 0, 0
421455.866549, 4392008.95164, 3583.33869147, None, None, None, 421455.866549, 4392008.95164, 3583.33869147, 421455.866549, 4392008.95164, 3583.33869147, 0, 0, 0
421457.485295, 4392010.96243, 3583, None, None, None, 421457.485295, 4392010.96243, 3583, 421457.485295, 4392010.96243, 3583, 0, 0, 0
421460.12891, 4392014.24629, 3581.34062314, None, None, None, 421460.12891, 4392014.24629, 3581.34062314, 421460.12891, 4392014.24629, 3581.34062314, 0, 0, 0
421462.256376, 4392016.889, 3580.50435775, None, None, None, 421462.256376, 4392016.889, 3580.50435775, 421462.256376, 4392016.889, 3580.50435775, 0, 0, 0
421464.391271, 4392019.54094, 3579.38764323, None, None, None, 421464.391271, 4392019.54094, 3579.38764323, 421464.391271, 4392019.54094, 3579.38764323, 0, 0, 0
421467.044118, 4392022.83628, 3578, None, None, None, 421467.044118, 4392022.83628, 3578, 421467.044118, 4392022.83628, 3578, 0, 0, 0
421467.268974, 4392023.11559, 3577.92942975, None, None, None, 421467.268974, 4392023.11559, 3577.92942975, 421467.268974, 4392023.11559, 3577.92942975, 0, 0, 0
421468.653632, 4392024.83559, 3577.4948603, None, None, None, 421468.653632, 4392024.83559, 3577.4948603, 421468.653632, 4392024.83559, 3577.4948603, 0, 0, 0
421469.948898, 4392026.44456, 3577.08834598, None, None, None, 421469.948898, 4392026.44456, 3577.08834598, 421469.948898, 4392026.44456, 3577.08834598, 0, 0, 0
421472.915993, 4392030.13025, 3576.15713466, None, None, None, 421472.915993, 4392030.13025, 3576.15713466, 421472.915993, 4392030.13025, 3576.15713466, 0, 0, 0
421476.602942, 4392034.71013, 3575, None, None, None, 421476.602942, 4392034.71013, 3575, 421476.602942, 4392034.71013, 3575, 0, 0, 0
421477.178354, 4392035.4249, 3574.87960602, None, None, None, 421477.178354, 4392035.4249, 3574.87960602, 421477.178354, 4392035.4249, 3574.87960602, 0, 0, 0
421477.641421, 4392036.00011, 3574.78271821, None, None, None, 421477.641421, 4392036.00011, 3574.78271821, 421477.641421, 4392036.00011, 3574.78271821, 0, 0, 0
421478.994236, 4392037.68056, 3574.49966764, None, None, None, 421478.994236, 4392037.68056, 3574.49966764, 421478.994236, 4392037.68056, 3574.49966764, 0, 0, 0
421481.440715, 4392040.71955, 3573.98778893, None, None, None, 421481.440715, 4392040.71955, 3573.98778893, 421481.440715, 4392040.71955, 3573.98778893, 0, 0, 0
421485.333944, 4392045.55567, 3572.25980865, None, None, None, 421485.333944, 4392045.55567, 3572.25980865, 421485.333944, 4392045.55567, 3572.25980865, 0, 0, 0
421485.703076, 4392046.0142, 3572.19194367, None, None, None, 421485.703076, 4392046.0142, 3572.19194367, 421485.703076, 4392046.0142, 3572.19194367, 0, 0, 0
421486.161765, 4392046.58398, 3572, None, None, None, 421486.161765, 4392046.58398, 3572, 421486.161765, 4392046.58398, 3572, 0, 0, 0
421489.965437, 4392051.30885, 3571.20415474, None, None, None, 421489.965437, 4392051.30885, 3571.20415474, 421489.965437, 4392051.30885, 3571.20415474, 0, 0, 0
421490.719498, 4392052.24554, 3571.0463821, None, None, None, 421490.719498, 4392052.24554, 3571.0463821, 421490.719498, 4392052.24554, 3571.0463821, 0, 0, 0
421493.026466, 4392055.11122, 3570.56369332, None, None, None, 421493.026466, 4392055.11122, 3570.56369332, 421493.026466, 4392055.11122, 3570.56369332, 0, 0, 0
421494.227799, 4392056.6035, 3570.6246753, None, None, None, 421494.227799, 4392056.6035, 3570.6246753, 421494.227799, 4392056.6035, 3570.6246753, 0, 0, 0
421495.720589, 4392058.45783, 3570.70045227, None, None, None, 421495.720589, 4392058.45783, 3570.70045227, 421495.720589, 4392058.45783, 3570.70045227, 0, 0, 0
421498.49016, 4392061.89816, 3570.84104112, None, None, None, 421498.49016, 4392061.89816, 3570.84104112, 421498.49016, 4392061.89816, 3570.84104112, 0, 0, 0
421500.718989, 4392064.66678, 3570.43127132, None, None, None, 421500.718989, 4392064.66678, 3570.43127132, 421500.718989, 4392064.66678, 3570.43127132, 0, 0, 0
421502.44476, 4392066.81051, 3570.11398876, None, None, None, 421502.44476, 4392066.81051, 3570.11398876, 421502.44476, 4392066.81051, 3570.11398876, 0, 0, 0
421502.752521, 4392067.19281, 3570.05740694, None, None, None, 421502.752521, 4392067.19281, 3570.05740694, 421502.752521, 4392067.19281, 3570.05740694, 0, 0, 0
421505.279412, 4392070.33168, 3569.59283846, None, None, None, 421505.279412, 4392070.33168, 3569.59283846, 421505.279412, 4392070.33168, 3569.59283846, 0, 0, 0
421507.014882, 4392072.48746, 3568.91065914, None, None, None, 421507.014882, 4392072.48746, 3568.91065914, 421507.014882, 4392072.48746, 3568.91065914, 0, 0, 0
421508.411512, 4392074.22234, 3568.36167108, None, None, None, 421508.411512, 4392074.22234, 3568.36167108, 421508.411512, 4392074.22234, 3568.36167108, 0, 0, 0
421511.277243, 4392077.78211, 3567.60774251, None, None, None, 421511.277243, 4392077.78211, 3567.60774251, 421511.277243, 4392077.78211, 3567.60774251, 0, 0, 0
421514.170021, 4392081.37548, 3566.84669825, None, None, None, 421514.170021, 4392081.37548, 3566.84669825, 421514.170021, 4392081.37548, 3566.84669825, 0, 0, 0
421514.838236, 4392082.20553, 3566.67090157, None, None, None, 421514.838236, 4392082.20553, 3566.67090157, 421514.838236, 4392082.20553, 3566.67090157, 0, 0, 0
421515.539604, 4392083.07676, 3566.63313049, None, None, None, 421515.539604, 4392083.07676, 3566.63313049, 421515.539604, 4392083.07676, 3566.63313049, 0, 0, 0
421516.104034, 4392083.77789, 3566.60273398, None, None, None, 421516.104034, 4392083.77789, 3566.60273398, 421516.104034, 4392083.77789, 3566.60273398, 0, 0, 0
421519.801965, 4392088.37141, 3566.88430532, None, None, None, 421519.801965, 4392088.37141, 3566.88430532, 421519.801965, 4392088.37141, 3566.88430532, 0, 0, 0
421523.796557, 4392093.33345, 3567.18846532, None, None, None, 421523.796557, 4392093.33345, 3567.18846532, 421523.796557, 4392093.33345, 3567.18846532, 0, 0, 0
421524.064326, 4392093.66607, 3567.17404504, None, None, None, 421524.064326, 4392093.66607, 3567.17404504, 421524.064326, 4392093.66607, 3567.17404504, 0, 0, 0
421524.397059, 4392094.07938, 3567.15612622, None, None, None, 421524.397059, 4392094.07938, 3567.15612622, 421524.397059, 4392094.07938, 3567.15612622, 0, 0, 0
421525.895283, 4392095.94046, 3567.23217899, None, None, None, 421525.895283, 4392095.94046, 3567.23217899, 421525.895283, 4392095.94046, 3567.23217899, 0, 0, 0
End
